Company,Region,City,Founded,Employees,Revenue_funding,Web,Genres,Sample_games,Internship,Remote,Ownership,Notes
Mixi / XFLAG,Japan,Tokyo (Japan),1999 (Mixi); XFLAG 2011,~1000+,Monster Strike,https://xflag.com,mobile action-puzzle,Monster Strike,unknown,office,Mixi,Monster Strike revenue legend.
Monolith Soft,Japan,Tokyo / Kyoto (Japan),1999,~250–300,Xenoblade,https://www.monolithsoft.co.jp,JRPG / open world,Xenoblade Chronicles; (historical) Xenosaga,unknown,office,Nintendo,Nintendo first-party JRPG powerhouse.
Nd Cube,Japan,Tokyo / Sapporo (Japan),2000,~100-150,Mario Party,https://www.ndcube.co.jp,party,Mario Party series,unknown,office,Nintendo majority,Mario Party studio.
Neverland (tarihsel),Japan,Tokyo (Japan),1993-2013,closed,Lufia; Rune Factory early,,JRPG,Lufia; Spectral Force,-,-,closed,Historical JRPG studio.
Next Level Games,Japan,"Vancouver, BC (Canada; Nintendo)",2002,~150–200,Luigi's Mansion,https://www.nextlevelgames.com,action-adventure,Luigi's Mansion 3; Mario Strikers,unknown,office,Nintendo,2021 Nintendo acquisition.
Nihon Falcom,Japan,"Tachikawa, Tokyo (Japan)",1981,~50-80,Ys; Trails / Kiseki,https://www.falcom.co.jp,JRPG,Ys; The Legend of Heroes: Trails,unknown,office,public (Tokyo),Classic JRPG studio.
Nintendo,Japan,Kyoto (Japan),1889,~7000+,console + software; very high profit margin,https://www.nintendo.com,platform; first party,Mario; Zelda; Pokémon (semi); Switch,rarely / competitive,office,public (Tokyo),Hardware+software integrated model.
Nintendo EAD Tokyo (tarihsel),Japan,Tokyo (Japan),1997-2015,Merged with EPD,Mario Galaxy; Smashville,https://www.nintendo.com,first-party,Super Mario Galaxy; Nintendogs; Splatoon roots,-,-,Nintendo (EPD),Historical EAD Tokyo; EPD continuation.
Nintendo EPD,Japan,Kyoto (Japan),2015 (EAD/SPD merger),thousands of bands,Mario; Zelda; Nintendo first-party,https://www.nintendo.com,first-party,Breath of the Wild; Mario Odyssey; Splatoon,unknown,office,Nintendo,Nintendo internal development unit.
Nintendo Software Technology,Japan,"Redmond, WA (USA)",1998,~100-150,Nintendo US development,https://www.nintendo.com,first-party / support,Mario vs. Donkey Kong; various,unknown,office,Nintendo,Nintendo US software studio.
Nintendo Treehouse,Japan,"Redmond, WA (USA)",—,Nintendo of America internal,localization / preparation for publishing,https://www.nintendo.com,localization; marketing,Nintendo west localization,unknown,office,Nintendo,Western expansion / Treehouse presentations.
Nippon Ichi Software,Japan,Gifu / Tokyo (Japan),1993,~200+,Disgaea,https://www.nipponichi.jp,strategy-RPG,Disgaea; Prinny,unknown,office,public (Tokyo),SRPG niche.
Omega Force (Koei Tecmo),Japan,Yokohama (Japan),1996,Inside Koei,Musou formula,https://www.koeitecmo.co.jp,action (musou),Dynasty Warriors; Hyrule Warriors (joint),unknown,office,Koei Tecmo,Owner of the Musou genre.
Otomate,Japan,Tokyo (Japan),2009 (within Idea Factory),Inside Idea Factory,otome publishing,https://www.otomate.jp,otome,Hakuoki; various otome,unknown,office,Idea Factory,Idea Factory otome label.
Paon DP,Japan,Tokyo (Japan),2015 (Paon+DP),~50-100,DKCR support historical / co-dev,https://www.paondp.jp,co-dev,various Nintendo/co-dev,unknown,office,independent,Japan co-dev.
PlatinumGames,Japan,Osaka / Tokyo (Japan),2006,~300 range,unknown,https://www.platinumgames.com,action,Bayonetta; NieR:Automata (development); Metal Gear Rising,unknown,office,independent (Tencent investment history),Character action specialist.
PTW,Japan,Tokyo (+ global),1993,~5000+,QA / art / engineering,https://ptw.com,service,multiple AAA clients,unknown,global,private,QA and art service network.
Retro Studios,Japan,"Austin, TX (USA; Nintendo)",1998,~200+,Metroid Prime,https://www.retrostudios.com,action-adventure,Metroid Prime; Donkey Kong Country Tropical Freeze,unknown,office,Nintendo,Nintendo's US first-party studio.
Ruby Party,Japan,Yokohama (Japan),1990 (within Koei),Koei Tecmo internal,Angelique; Neoromance,https://www.koeitecmo.co.jp,otome / Neoromance,Angelique series,unknown,office,Koei Tecmo,Neoromance otome brand.
Ryu Ga Gotoku Studio,Japan,Tokyo (Japan),2011,~200-300,Like a Dragon,https://ryugagotoku.sega.jp,action-RPG,Like a Dragon; Judgment,unknown,office,Sega,Yakuza/LAD studio.
Sega Sammy,Japan,Tokyo (Japan),1951 / 2004 group,thousands,Yakuza/Like a Dragon; Persona (Atlus),https://www.sega.com,AAA / JRPG / arcade legacy,Like a Dragon; Persona; Sonic; Total War (Creative Assembly),unknown,office,public (Tokyo),Atlus + Creative Assembly + Rovio.
SNK,Japan,Osaka (Japan),1978,~300+,Fatal Fury / KOF,https://www.snk-corp.co.jp,fighting / arcade,The King of Fighters; Fatal Fury; Metal Slug,unknown,office,public / private periodic,Arcade legacy.
Sonic Team,Japan,Tokyo (Japan),1990,~100-200,Sonic the Hedgehog,https://www.sonicteam.com,platform / action,Sonic series; Samba de Amigo,unknown,office,Sega,Sonic first-party studio.
Spike Chunsoft,Japan,Tokyo (Japan),1984 / 2012 merger,~200+,Danganronpa; Mystery Dungeon,https://www.spike-chunsoft.co.jp,visual novel / dungeon,Danganronpa; AI: The Somnium Files,unknown,office,Kadokawa,Narrative + roguelike.
Square Enix,Japan,Tokyo (Japan),2003 (Square 1986),~5000+,FF / DQ / publishing,https://www.square-enix.com,JRPG; AAA; publishing,Final Fantasy; Dragon Quest; Kingdom Hearts,unknown,office,public (Tokyo),JRPG flagship; western studio acquisitions/sales.
Square Enix Creative Business Unit I,Japan,Tokyo (Japan),—,in SE,Final Fantasy / XVI,https://www.square-enix.com,JRPG / AAA,Final Fantasy XVI; XVI ecosystem,unknown,office,Square Enix,Naoki Yoshida CBU I.
Square Enix Creative Business Unit II,Japan,Tokyo (Japan),—,in SE,FFVII Remake; Kingdom Hearts,https://www.square-enix.com,JRPG / AAA,FF7 Remake; Kingdom Hearts; First Soldier historical,unknown,office,Square Enix,Tetsuya Nomura / CBU II.
Square Enix Creative Business Unit III,Japan,Tokyo (Japan),—,in SE,Octopath; Voice of Cards; TriAce relations,https://www.square-enix.com,JRPG,Octopath Traveler; Triangle Strategy,unknown,office,Square Enix,SE CBU III.
Square Enix Creative Business Unit IV,Japan,Tokyo (Japan),—,in SE,Dragon Quest,https://www.square-enix.com,JRPG,Dragon Quest series; DQXII development,unknown,office,Square Enix,Yuji Horii / DQ line.
Square Enix Visual Works,Japan,Tokyo (Japan),1997 (previous CGI division),~100-200,cinematic / CG film,https://www.square-enix.com,cinematic; CG,FF Advent Children; Kingsglaive; game cinematics,unknown,office,Square Enix,SE CG/cinematic unit.
Sting,Japan,Tokyo (Japan),1989,~30-50,Dept. Heaven,https://www.sting.co.jp,strategy-RPG,Riviera; Knights in the Nightmare,unknown,office,independent,Niche SRPG.
Tango Gameworks,Japan,Tokyo (Japan),2010,closed (2024),Hi-Fi Rush,https://www.tangogameworks.com,action / horror,The Evil Within; Hi-Fi Rush,-,-,closed (Microsoft),Historical; Hi-Fi Rush legacy.
Team Ninja (Koei Tecmo),Japan,Tokyo / Osaka (Japan),1995 (Tecmo),~150–200,Nioh; Wo Long,https://www.teamninja-studio.com,action,Ninja Gaiden; Nioh; Dead or Alive,unknown,office,Koei Tecmo,Hard action / Nioh line.
The Pokémon Company,Japan,Tokyo (Japan),1998,~800+,Pokémon IP license / publishing,https://www.pokemon.co.jp,IP management; publishing,Pokémon series,unknown,office,Nintendo / Creatures / Game Freak collaboration,IP and brand management.
TOSE,Japan,Kyoto (Japan),1979,~1000+,ghost developer,https://www.tose.co.jp,service / co-dev,"hundreds of unnamed contributions (Dragon Quest support, etc.)",unknown,office,public (Tokyo),Legendary ghost developer.
Treasure,Japan,Tokyo (Japan),1992,~30–50,unknown,https://www.treasure-inc.co.jp,arcade action,Gunstar Heroes; Radiant Silvergun; Bangai-O,unknown,office,independent,Arcade design legend.
tri-Ace,Japan,Tokyo (Japan),1995,~100-150,Star Ocean; Valkyrie Profile,https://www.tri-ace.co.jp,JRPG,Star Ocean; Valkyrie Profile; Resonance of Fate,unknown,office,independent (SE publishing relationship),JRPG studio; own engine.
VanillaWare,Japan,Osaka (Japan),2002,~30–50,unknown,https://www.vanillaware.co.jp,action / 2D,13 Sentinels; Odin Sphere; Dragon's Crown,unknown,office,independent (Atlas/SE publishing),George Kamitani; 2D art icon.
Wright Flyer Studios,Japan,Tokyo (Japan),2014,~200+,Another Eden,https://wrightflyer.net,mobile JRPG,Another Eden,unknown,office,MIXI,MIXI game studio.
Yostar,Japan,Shanghai / Tokyo,2014,~500+,Azur Lane; Arknights publishing,https://www.yostar.co.jp,mobile publishing / development,Azur Lane; Arknights (JP/KR/EN release); Reverse: 1999,unknown,office,private,"China-rooted, Japan-operated global publisher."
Com2uS,South Korea,Seoul (South Korea),1998,~1000+,Summoners War,https://www.com2us.com,mobile strategy-RPG,Summoners War,unknown,office,public (Korea),Long-lasting gacha.
Com2uS Holdings,South Korea,Seoul (South Korea),1998 (group),thousands (group),holding,https://www.com2us.com,holding; mobile,Summoners War ecosystem,unknown,office,public (Korea),Com2uS group parent company.
DEVSISTERS,South Korea,Seoul (South Korea),2007,~400+,Cookie Run,https://www.devsisters.com,mobile runner / RPG,Cookie Run: Kingdom; OvenBreak,unknown,office,public (Korea),Cookie Run IP.
Dexter Studios,South Korea,Seoul (South Korea),2014,~200+,cinematic / VFX,https://www.dexterstudios.com,cinematic,AAA game CGI,unknown,office,private,Korean cinematic.
EA Seoul / EA Korea,South Korea,Seoul (South Korea),—,in EA,FIFA Online / FC Online,https://www.ea.com,sports / online,EA FC Online; FIFA Online historical,unknown,office,EA,Korea online sports operation.
Eyedentity Games,South Korea,Seoul (South Korea),2007,~100-200,Dragon Nest,https://www.eyedentitygames.com,action-MMO,Dragon Nest,unknown,office,Shengqu / special seasonal,Korean action MMO.
Gravity,South Korea,Seoul (South Korea),2000,~500+,Ragnarok Online IP,https://www.gravity.co.kr,MMORPG,Ragnarok Online,unknown,office,public; GungHo relationship,Classic MMO IP.
Highbrow / RisingWings,South Korea,Seoul (South Korea),2019,~100+,mobile publishing,https://www.risingwings.net,mobile / publishing,Locus; various midcore,unknown,office,Krafton,Krafton's mobile division.
inZOI Team (Krafton),South Korea,Seongnam (South Korea),—,Inside Krafton,inZOI,https://inzoigame.com,life sim,inZOI,unknown,office,Krafton,Life sim; within Krafton.
Joycity,South Korea,Seongnam (South Korea),2010,~300+,sports / tank mobile,https://www.joycity.com,mobile sports / action,Gunship Battle; Basketball Manager,unknown,office,public (Korea),Korean mobile sports/action.
Kakao Games,South Korea,Seongnam (South Korea),2016,~1000+,Kakao ecosystem,https://www.kakaogames.com,publishing; mobile/PC,Path of Exile (published KR); Odin,unknown,office,Kakao,Platform + publishing.
Krafton,South Korea,Seoul / Bundang (South Korea),2007 (Bluehole),~3000+,PUBG IP; public,https://www.krafton.com,battle royale / publishing,PUBG: Battlegrounds; inZOI,unknown,office,public (Korea),Post-PUBG with many studios.
Krafton Bluehole,South Korea,Seongnam (South Korea),2007,Inside Krafton,PUBG root brand,https://www.krafton.com,battle royale,PUBG roots,unknown,office,Krafton,Bluehole brand; associated with PUBG Studios.
LINE Games,South Korea,Seoul (South Korea),2017,~200-400,mobile / IP,https://line.games,mobile publishing,Exos Heroes; various,unknown,office,LINE,LINE ecosystem game.
Midcore,South Korea,Seoul (South Korea),2019,~100+,midcore mobile,https://www.midcore.games,mobile midcore,various,unknown,office,private,Korea midcore.
NCSoft,South Korea,Seongnam (South Korea),1997,~4000+,Lineage; Throne and Liberty,https://www.ncsoft.com,MMORPG,Lineage; Guild Wars (ArenaNet); Aion,unknown,office,public (Korea),Korean MMO flagship.
Neople,South Korea,Jeju / Seoul (South Korea),2001,~500+,Dungeon & Fighter,https://www.neople.co.kr,action-RPG / beat'em,Dungeon & Fighter; DNF Duel,unknown,office,Nexon,D&F revenue engine.
Neowiz,South Korea,Seongnam (South Korea),1997,~1000+,publishing + P / Lies of P,https://www.neowiz.com,publishing; souls-like,Lies of P; Browndust,unknown,office,public (Korea),Round8 + publishing.
Netmarble,South Korea,Seoul (South Korea),2000,~6000+ (group),mobile RPG; history of Discord investment,https://www.netmarble.com,mobile MMORPG / publishing,Seven Knights; Raven; Lineage2 Revolution,unknown,office,public (Korea); Bang Si-hyuk relationship,Large Korean mobile publisher.
Netmarble Monster,South Korea,Seoul (South Korea),—,Netmarble internal,T3 Arena / midcore,https://www.netmarble.com,mobile / midcore,various,unknown,office,Netmarble,Netmarble studio branch.
Netmarble Neo,South Korea,Seoul (South Korea),—,Netmarble internal,mobile RPG,https://www.netmarble.com,mobile RPG,various Netmarble RPG,unknown,office,Netmarble,Netmarble development subsidiary.
Netmarble Neptune,South Korea,Seoul (South Korea),—,Netmarble internal,mobile RPG,https://www.netmarble.com,mobile RPG,various,unknown,office,Netmarble,Netmarble development branch.
Nexon,South Korea,Seoul (South Korea) / Tokyo,1994,~7000+ (group),MapleStory; Dungeon&Fighter (Neople),https://www.nexon.com,PC/mobile online,MapleStory; D&F; Blue Archive (publishing),unknown,office,NXC / public structures,Korean online pioneer; global publishing.
Nexon Games,South Korea,Seoul (South Korea),2018,~300+,The First Descendant,https://www.nexon.com,looter-shooter,The First Descendant,unknown,office,Nexon,Nexon development subsidiary.
Nexon Red,South Korea,Seoul / Jeju (South Korea),—,Nexon in-game,mobile / online,https://www.nexon.com,mobile / online,various Nexon,unknown,office,Nexon,Nexon development label.
NHN,South Korea,Seongnam (South Korea),2013 (restructuring),thousands (group),game + cloud/payment,https://www.nhn.com,publishing; board; sports,Hangame; various,unknown,office,public (Korea),Platform + game group.
Pearl Abyss,South Korea,Gwacheon (South Korea),2010,~1000+,Black Desert,https://www.pearlabyss.com,MMORPG / action,Black Desert; Crimson Desert (development),unknown,office,public (Korea),High visual MMO.
PUBG Studios,South Korea,Seongnam (South Korea),2015 (within Bluehole),Inside Krafton,PUBG PC/console,https://pubg.com,battle royale,PUBG: Battlegrounds,unknown,office,Krafton,PUBG first-party development unit.
Shift Up,South Korea,Seoul (South Korea),2013,~300+,NIKKE; Stellar Blade,https://shiftup.co.kr,action / mobile,Goddess of Victory: NIKKE; Stellar Blade,unknown,office,public (Korea),Kim Hyung-tae; console+mobile.
Smilegate,South Korea,Seongnam (South Korea),2002,~3000+,CrossFire revenues,https://www.smilegate.com,FPS / publishing,CrossFire; Lost Ark (publish/joint),unknown,office,private,CrossFire global revenue.
Smilegate Entertainment,South Korea,Seongnam (South Korea),—,Inside Smilegate,CrossFire / publishing,https://www.smilegate.com,FPS / publishing,CrossFire,unknown,office,Smilegate,Smilegate game operations branch.
Smilegate RPG,South Korea,Seongnam (South Korea),—,Inside Smilegate,Lost Ark,https://www.smilegate.com,MMORPG,Lost Ark,unknown,office,Smilegate,Lost Ark development/publishing unit.
Webzen,South Korea,Seoul (South Korea),2000,~500+,MU Online,https://www.webzen.com,MMORPG,MU Online; Metin2 (publishing regions),unknown,office,public (Korea),Classic Korean MMO.
Wemade,South Korea,Seongnam (South Korea),2000,~1000+,Mir / blockchain experiments,https://www.wemade.com,MMORPG / Web3,The Legend of Mir; Night Crow,unknown,office,public (Korea),Classic Mir IP; Controversial Web3 era.
WhatStudio,South Korea,Seongnam (South Korea),2013,~50-100,Brown Dust,https://www.whatstudio.net,mobile RPG,Brown Dust; Brown Dust 2,unknown,office,Naver,Naver game studio.
XL Games,South Korea,Seoul (South Korea),2006,~100-200,ArcheAge,https://www.xlgames.com,MMORPG,ArcheAge; ArcheAge War,unknown,office,Kakao Games affiliated / exclusive,Korean sandbox MMO.
37Games (37 Interactive),China,Guangzhou (China),2011,~2000+,mobile/SLG revenue,https://www.37games.com,mobile RPG / SLG,Puzzles & Survival; various SLG,unknown,office,public (China),High-grossing publisher.
4399,China,Xiamen (China),2002,~1000+,mini game portal,https://www.4399.com,platform; casual,4399.com,unknown,office,private,China casual portal.
Activision Shanghai,China,Shanghai (China),—,in Activision,COD support / China,https://www.activision.com,AAA support,Call of Duty support,unknown,office,Microsoft / Activision,Activision China.
Alibaba Games / Lingxi,China,Hangzhou (China),—,hundreds+,publishing / investment,https://games.alibaba.com,publish,various mobile/PC seasonal,unknown,office,Alibaba,Platform developer's game controller.
Alibaba Lingxi Games,China,Hangzhou (China),—,within Alibaba,publishing / development,https://games.alibaba.com,publish,various Alibaba Games,unknown,office,Alibaba,Alibaba gaming division (Lingxi).
Aurora Studios (Tencent),China,China,—,Inside Tencent,Arena Breakout,https://www.arenabreakout.com,extraction shooter,Arena Breakout,unknown,office,Tencent,Mobile extraction.
